cat,sub_cat,name,spec,msg,qr0,qr1,qr2,qr3,qr4,qr5,qr6,qr7,qr8,qr9,flow_name,flow_id,node_id
Content,Extra,Behave,Ignore,"3. Ignore the behaviour not your child.

Ignoring behaviour means removing physical and verbal attention. You should still be aware of what your child is doing.",,,,,,,,,,,PLH - Content - Extra - Behave - Ignore,dc2c8e72-42f2-4b44-abcb-3a8f347aa2a5,0b032ee7-e03d-4f70-a563-0e5d97a2dc5d
Content,Extra,Behave,Ignore,"When you ignore your child's behaviour (but not your child!), your child learns that the demanding behaviour will not work.",,,,,,,,,,,PLH - Content - Extra - Behave - Ignore,dc2c8e72-42f2-4b44-abcb-3a8f347aa2a5,aa92b993-f2f4-4e4d-a3ec-51dcfb833b58
Content,Extra,Behave,Ignore,"If we respond to these behaviours, our children learn that this behaviour will get them attention. They sometimes also learn that if they increase the demand, they will get their way.",,,,,,,,,,,PLH - Content - Extra - Behave - Ignore,dc2c8e72-42f2-4b44-abcb-3a8f347aa2a5,a463bbb4-ae9a-408d-8253-c664c293b13f
Content,Extra,Behave,Ignore,This takes time AND patience. Normally your child will try to test you and behave worse. This is a good time to Take a Pause and Keep Calm.,,,,,,,,,,,PLH - Content - Extra - Behave - Ignore,dc2c8e72-42f2-4b44-abcb-3a8f347aa2a5,97092cb2-f26b-43c1-98c0-fdea779b56dd
Content,Extra,Behave,Ignore,"For example, if your child whines for sweets at the store, you might initially say “no” but then give in to your child when they start to have a tantrum. This happens to all of us!",,,,,,,,,,,PLH - Content - Extra - Behave - Ignore,dc2c8e72-42f2-4b44-abcb-3a8f347aa2a5,fcba4b72-a995-452a-a05b-80013a7fc738
Content,Extra,Behave,Ignore,"4. Praise your child immediately for the next positive behaviour

Having a tantrum can be just as traumatic and difficult for your child as it is for you. Make sure you give your child plenty of positive attention and love as soon as they have calmed down. ",,,,,,,,,,,PLH - Content - Extra - Behave - Ignore,dc2c8e72-42f2-4b44-abcb-3a8f347aa2a5,b8df37b7-c492-42c3-a950-9b83974a0443
Content,Extra,Behave,Ignore,"6. Make sure you are giving your child plenty of positive attention at other times

Children need attention. If children get plenty of attention for just being themselves, as well as for the “good” things that they do, it helps them to feel good about themselves, and they do more of what they are asked.",,,,,,,,,,,PLH - Content - Extra - Behave - Ignore,dc2c8e72-42f2-4b44-abcb-3a8f347aa2a5,70bccf6b-7d47-46cd-bd01-e882e8bf49c8
Content,Extra,Behave,Ignore,"5. Be consistent when ignoring

Your child's behaviour might continue to get worse.  It is important that you continue to ignore the behaviour.",,,,,,,,,,,PLH - Content - Extra - Behave - Ignore,dc2c8e72-42f2-4b44-abcb-3a8f347aa2a5,d0868d94-1e2c-4ca6-8fc9-2e41245b14eb
Content,Extra,Behave,Ignore,"Often, your child's response will grow more agitated when you start ignoring a specific behaviour as your child tries to test your resolve. ",,,,,,,,,,,PLH - Content - Extra - Behave - Ignore,dc2c8e72-42f2-4b44-abcb-3a8f347aa2a5,f53932f5-a621-46bf-b038-7f0ee62c8bc6
Content,Extra,Behave,Ignore,"At this time, it is more important that you involve your child in a positive activity instead of talking about what just happened. You can do that later like at night or the next day. Right now your child needs love.",,,,,,,,,,,PLH - Content - Extra - Behave - Ignore,dc2c8e72-42f2-4b44-abcb-3a8f347aa2a5,40830d07-4b72-4ee1-a4ac-d7676e37aa92
Content,Extra,Behave,Ignore,"Remember you can always type ""Help"" if you ever want more parenting tips or support. ",,,,,,,,,,,PLH - Content - Extra - Behave - Ignore,dc2c8e72-42f2-4b44-abcb-3a8f347aa2a5,c7247415-a5c2-4431-b270-0486507217f5
Content,Extra,Behave,Ignore,"If you find yourself ignoring your child's behaviour a lot, it is either because you are not being consistent (sometimes ignoring and sometimes giving in) OR you are not spending enough positive time with your child. One-on-One Time is super important!",,,,,,,,,,,PLH - Content - Extra - Behave - Ignore,dc2c8e72-42f2-4b44-abcb-3a8f347aa2a5,dcd58e91-568a-45c6-bded-dba7c696b490
Content,Extra,Behave,Ignore,"Try to remain consistent. Over time, your child will learn that the demanding behaviour no longer works.",,,,,,,,,,,PLH - Content - Extra - Behave - Ignore,dc2c8e72-42f2-4b44-abcb-3a8f347aa2a5,ddacafce-2b05-4fdc-bfc6-406661bc0a09
Content,Extra,Behave,Ignore,Do you want to go back and learn more about how to use ignore to reduce tantrums or other difficult behaviours?,No,Yes,,,,,,,,,PLH - Content - Extra - Behave - Ignore,dc2c8e72-42f2-4b44-abcb-3a8f347aa2a5,77855529-f5e6-4bff-9b02-fcaf3f198e94
Content,Extra,Behave,Ignore,"Sorry, I don't understand what you mean. ",,,,,,,,,,,PLH - Content - Extra - Behave - Ignore,dc2c8e72-42f2-4b44-abcb-3a8f347aa2a5,58d484e4-eb8b-4724-9893-0efbb5203e6c
Content,Extra,Behave,One-on-one time,Would you like to learn more about this tip?,No,Yes,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,920ec4e9-6b7d-43d9-abd8-a1074189e5bb
Content,Extra,Behave,One-on-one time,"Invest in One-on-One Time! The more time you spend with your children, the more likely they will listen to you and behave well at other times. It really works!",,,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,a20d92c5-766b-4f92-bab7-7e1dfb12c2c6
Content,Extra,Behave,One-on-one time,"Sorry, I don't understand what you mean.",,,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,cd1851d5-e963-4268-97fb-fd00aec2e4f8
Content,Extra,Behave,One-on-one time,"That's okay! You can always type ""Help"" if you want to receive more tips about how to manage your child's behaviour.",,,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,2dbc527d-ace9-4004-ae20-6798ebe1304d
Content,Extra,Behave,One-on-one time,"The first 1000 days of life are a window of opportunity for your baby. It is when their brain develops faster than any other time in their life. When you spend time with your baby, you build a healthy attachment between you both that will make them feel secure and loved. ",,,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,b4c61f3e-0b77-498f-8c69-4898e9fe7607
Content,Extra,Behave,One-on-one time,"It is normal to struggle to think of what to do with our babies, especially when it seems they just eat, sleep, cry, poop, and repeat. It can be especially challenging when your baby is very young and not able to talk to you.",,,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,5291a93f-d033-4827-91f6-fab6f5db6958
Content,Extra,Behave,One-on-one time,"When we have difficult relationships with our teenagers, it can be hard to find pleasure from spending time with them. Instead, we spend a lot of time disciplining them or complaining about how they are behaving.",,,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,bba7351f-eaa5-488a-ab18-41687f895c68
Content,Extra,Behave,One-on-one time,"One-on-One Time with your children is free and fun. It makes children feel loved and secure, and shows them that they are important. It also increases their confidence and self-esteem!",,,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,8ec01353-7d0e-4feb-8ff9-f8e68e9e8992
Content,Extra,Behave,One-on-one time,Would you like to learn more?,No,Yes,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,c703ef91-e13c-416a-88be-2e93acfbd67a
Content,Extra,Behave,One-on-one time,"Sorry, I don't understand what you mean.",,,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,f833a866-e535-4204-9570-700439f4a376
Content,Extra,Behave,One-on-one time,"One-on-One Time with your teen helps build a positive and trusting relationship. When you really notice them and listen to what they are saying and what they like, you make them feel valued and appreciated.",,,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,72b73a75-6d12-4911-853c-381c380ca24b
Content,Extra,Behave,One-on-one time,Would you like to learn more?,No,Yes,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,ceee2652-8138-4462-b318-e1b99d4fbeba
Content,Extra,Behave,One-on-one time,"That's okay! You can always type ""Help"" whenever you want to learn more about how to spend One-on-One Time with your child. Chat to you later!",,,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,00a191c4-a477-4694-b4a7-1abc7e5c1594
Content,Extra,Behave,One-on-one time,Would you like to learn more?,No,Yes,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,d2382866-5116-4cef-9584-c06533be095a
Content,Extra,Behave,One-on-one time,"That's okay! You can always type ""Help"" whenever you want to learn more about how to spend One-on-One Time with your baby. Chat to you later!",,,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,2eb5050f-a244-4c29-9d10-c5683951bba3
Content,Extra,Behave,One-on-one time,"Sorry, I don't understand what you mean",,,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,cfb1797e-b991-4e2d-af9a-c84990c33abb
Content,Extra,Behave,One-on-one time,"Sorry, I don't understand what you mean.",,,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,1e3bd06f-f70c-4fdb-a48e-81c1941cc0ee
Content,Extra,Behave,One-on-one time,"Here are 7 easy tips to make One-on-One Time with your baby a success:

1. Do it every day
2. Be close to your baby
3. Let your baby take the lead
4. Observe and listen to your child
5. Play with your baby
6. Talk to your baby
7. You can have quality time with your baby anytime! 

To learn more about one of these tips, type ""1"" to ""7"". You can also type ""N"" to move on.",,,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,b226b0d9-e45a-4c1f-9ea2-2b63713e778c
Content,Extra,Behave,One-on-one time,"Here are 6 tips to make One-on-One Time with your child a success:

1. Spend at least five minutes with each child
2. Give your child your full attention
3. Let your child choose the activity
4. Follow your child's lead
5. Use words to describe what your child is doing
6. Have fun!

To learn more about one of these tips, type ""1"" to ""6"". You can also type ""N"" to move on.",,,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,146653b5-eecf-4743-9776-b1974c543d87
Content,Extra,Behave,One-on-one time,"That's okay! You can always type ""Help"" whenever you want to learn more about how to spend One-on-One Time with your teen. Chat to you later!",,,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,e4ea8e91-f5ae-49d6-b538-e8afe2f374a0
Content,Extra,Behave,One-on-one time,"Here are 6 tips on how to make One-on-One Time a positive experience for you and your teen:

1. Do it every day
2. Let your teen choose the activity
3. Follow your teen's lead
4. Give your teen your full attention
5. Show your teen you are really listening
6. Have fun!

To learn more about one of these tips, type ""1"" to ""6"". You can also type ""N"" to move on.",,,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,6be12f25-edc2-4cc9-9313-81a0a56aa7bb
Content,Extra,Behave,One-on-one time,"Sorry, I don't understand what you mean.",,,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,aa0914f6-dd1b-4850-80f2-7b1261808464
Content,Extra,Behave,One-on-one time,"Sorry, I don't understand what you mean.",,,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,f57e3977-7181-44be-8e28-2cf31a4964a1
Content,Extra,Behave,One-on-one time,"1. Do it every day!
Try to spend time playing with your baby every day for at least 20 minutes where you are giving them your full attention. Choose a time when you are unlikely to be interrupted. Switch off the television and put away phones.",,,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,73866c48-b0c9-4adb-94cb-519cde10bace
Content,Extra,Behave,One-on-one time,"1. Spend at least five minutes with each child
Even 5 minutes a day of quality time  makes a big difference. If you have more than one child, you can take turns or let each child choose an activity. It can be at the same time each day so your children look forward to it.",,,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,2ae8163e-831f-4f1f-bbf6-fc376eeecfd1
Content,Extra,Behave,One-on-one time,"Sorry, I don't understand what you mean.",,,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,0ac5f9ac-218d-4ad0-90e7-4304653e8b49
Content,Extra,Behave,One-on-one time,"2. Be close to your child. 
Skin-to-skin contact is especially important for new-borns and infants. For older toddlers, make sure you are at the same level as they are.",,,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,242f4f88-5114-433f-8184-2b0aedd31fd9
Content,Extra,Behave,One-on-one time,"2. Give your child your full attention
Make sure you will not be interrupted. Switch off the TV and put your phone on silent. It will show your child, they are important.",,,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,93993e2f-65dc-4050-9209-49ff85a90ed1
Content,Extra,Behave,One-on-one time,"3. Let your baby take the lead
Children need to do things in their own time. Try to give them time to explore and be patient. Remember that the world is brand new to your child!",,,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,c3da08a6-6465-4755-a415-00f20bf60c93
Content,Extra,Behave,One-on-one time,"4. Follow your child's lead
Children need to do things in their own time. Try to give them time to explore and be patient. Play alongside and copy what they are doing but try to let them keep the initiative.",,,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,c884d1b1-d172-4129-9267-e40250521a56
Content,Extra,Behave,One-on-one time,"3. Let your child choose the activity
Ask your child what they would like to do. You can say, ""I have 5 minutes to spend One-on-One Time with you, what would you like to do?",,,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,28bd8f4d-a2a5-4ade-8c4d-701f33efa67e
Content,Extra,Behave,One-on-one time,"1. Do it every day
Set aside a specific time to spend One-on-One Time with your teen each day. Choose a time when you and our teen will not be interrupted and when your teen does not have something else that they want to do, like watching TV or playing with phones.",,,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,39c8ab5f-c23c-4f10-8155-83966caeb57b
Content,Extra,Behave,One-on-one time,"2. Let your teen choose the activity
Tell your teen that you would like to spend some time with them and that they can choose what to do or talk about. Your teen might think this is weird at first but will come to enjoy having this dedicated time with you!",,,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,8fbbc631-a744-4a82-9ae0-30f6f18a7ceb
Content,Extra,Behave,One-on-one time,"4. Observe your child. 
See what facial expressions your child is making. Notice what your child is interested in or looking at. ",,,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,4e17fc0a-1757-449a-850e-b76d2e326f5c
Content,Extra,Behave,One-on-one time,"Give just enough help to let it be the child’s achievement. It is okay to play alongside and copy what they are doing but try to let them keep the initiative. If your child gets frustrated, you can gently reassure your child by
gently stroke their back.",,,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,fa534886-9cd3-49d4-bbbb-f20f8e9eff4c
Content,Extra,Behave,One-on-one time,"Choosing builds their self confidence. If they want to do something that isn’t OK with COVID-19 rules, then this is a chance to talk with them about this.",,,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,832451de-3480-4e2e-8e08-7703f09ac7f4
Content,Extra,Behave,One-on-one time,"Try to do something different than watching TV or playing with a tablet/phone. However, you may need to at first join your teen and watch their favourite TV programme with them. They may feel comfortable doing other activities with time.",,,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,6a92c6c4-34b5-4d72-9c79-76f41b52c8fe
Content,Extra,Behave,One-on-one time,"3. Follow your teen's lead
Try to follow your teen's lead during One-on-One Time. Accept their suggestions. Remember this is your teen's activity. Your job is to show an interest and say something nice.",,,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,bef80a80-7b49-4fc1-9b2d-dd6f9cd32a99
Content,Extra,Behave,One-on-one time,Listen to the sounds or words your child is making. You can even make the same sounds by copying your child!,,,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,67528a2f-fffd-4647-897f-2f25144f64bc
Content,Extra,Behave,One-on-one time,"If your child cannot think of anything, you can give them a choice of a couple things that you know they like.",,,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,638ed22c-25dd-467f-be3c-accc88921bff
Content,Extra,Behave,One-on-one time,"5. Play with your baby
Babies learn through play! Help your child explore the world through the five senses. Let your child use all of their senses when exploring the world. Sometimes when you read to your child, your child will want to put the book in their mouth. That is okay!",,,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,e4344d1c-f1fd-4d06-bf17-fd166014bbee
Content,Extra,Behave,One-on-one time,"6. Talk to your baby
Start talking to your baby from the moment they are born (even before when they are in the womb). Did you know your baby can even recognise their name at a very early age? Try saying your baby's name and notice how they respond! ",,,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,8d06ca56-a162-4e62-96a9-4fb559fd6a51
Content,Extra,Behave,One-on-one time,"4. Give your teen all of your attention. 
Switch off the television and put away phones. Make sure you can give all of your attention to your teen.",,,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,89cc9776-a0ae-4865-bf64-0ac2ba15b7bf
Content,Extra,Behave,One-on-one time,"5. Show your teen you are really listening

You can even try rephrasing back what your teen says when they speak to you. For example, when your teen says, “This math problem is really hard,” you can say, “Yeah, I see that you are finding it difficult.” It shows you are really listening to them and will make them feel supported.

",,,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,cdd772ec-5488-4f23-8ef3-b222ad39d237
Content,Extra,Behave,One-on-one time,"It is okay for your child to want to do many different things. Your child’s attention may wander to many different things during One-on-One Time. Anything that is happening can grab their attention: the sound of a siren, the feeling of a breeze, feelings in the body. Just keep your attention on your child.",,,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,33dd87e6-5dfc-4538-b63d-f2ce1c50bf4a
Content,Extra,Behave,One-on-one time,Look at your teen. Nodding or “I see” shows your teen you are really paying attention. Accept what they are saying without judging them.,,,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,482ca7f7-945a-4d54-8523-9e01d25b0891
Content,Extra,Behave,One-on-one time,"5. Use words to describe what your child is doing
Listening to your child is more important than talking to them at this time. If you do talk you should describe what your child is doing. Use words to describe actions, colours, shapes, numbers, sizes, textures, temperatures, tastes, sounds, and anything else that is happening!",,,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,566d406c-4a8f-4e4d-a3d8-764f96140da8
Content,Extra,Behave,One-on-one time,"Use words to describe actions, colours, shapes, numbers, sizes, textures, temperatures, tastes, sounds, and anything else that is happening. Speak with enthusiasm when describing what your child is doing.",,,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,5635def3-bc07-40de-a71c-009ed8fa2b47
Content,Extra,Behave,One-on-one time,"6. Have fun!
One-on-One Time with your child can be fun for you, too! You might even find that you feel less stressed after playing with your child.",,,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,58d88e7b-6306-48f7-b22a-69141f05e1c8
Content,Extra,Behave,One-on-one time,"6. Have fun!
One-on-One Time with your teen can be fun for you, too! You might even find that you feel less stressed after spending with your teen.",,,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,dbe06a3d-6ee8-4c4c-960a-21d43137b9c7
Content,Extra,Behave,One-on-one time,Do you want to go back and learn more about how to spend One-on-One Time with your child?,No,Yes,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,ea38f474-e276-4f45-9c99-1e04b7e25917
Content,Extra,Behave,One-on-one time,"7. You can have quality time with your baby anytime! 
Look for ways you can connect with your baby playfully during feeding, bathing, and dressing. You can even make bedtime a fun and nurturing experience for you and your baby in a calm way.",,,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,7102e295-647b-43e8-bb4b-4ed4561a9d36
Content,Extra,Behave,One-on-one time,Do you want to go back and learn more about how to spend One-on-One Time with your teen?,No,Yes,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,aadf9323-d171-4c6a-a527-4e3fd9f5acd4
Content,Extra,Behave,One-on-one time,"Sorry, I don't understand what you mean. ",,,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,1a38dd5f-18d4-47ae-8e7c-6ed0bb671efd
Content,Extra,Behave,One-on-one time,Do you want to go back and learn more about how to spend One-on-One Time with your baby?,No,Yes,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,f650b8b3-96dc-46db-ab09-f9cfd797dcff
Content,Extra,Behave,One-on-one time,Congratulations! You have added another skill to your Parenting Toolkit. Quality time with your children is the best gift that you can ever give them. ,,,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,d48bf228-c570-482d-bf43-0044410dc069
Content,Extra,Behave,One-on-one time,"Sorry, I don't understand what you mean. ",,,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,6abe5ca6-199d-4e21-b6b3-5e89590f4503
Content,Extra,Behave,One-on-one time,Congratulations! You have added another skill to your Parenting Toolkit. Quality time with your children is the best gift that you can ever give them. ,,,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,c22131bd-cec7-4156-beb6-c4e75dd782c7
Content,Extra,Behave,One-on-one time,"Sorry, I don't understand what you mean. ",,,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,949f8b7f-da79-4d4c-9bf0-cc5a4528655d
Content,Extra,Behave,One-on-one time,Congratulations! You have added another skill to your Parenting Toolkit. Quality time with your children is the best gift that you can ever give them. ,,,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,70fcfa8f-4f78-4dd3-a047-c70160db7080
Content,Extra,Behave,One-on-one time,Would you like some suggestions for activities to do with your baby?,No,Yes,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,1acfef60-43e3-4519-9f95-a79cacfdb457
Content,Extra,Behave,One-on-one time,Would you like some suggestions for activities to do with your teen?,No,Yes,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,17bcba29-bf7e-4a5f-82dc-3d1c029fe49d
Content,Extra,Behave,One-on-one time,Would you like some suggestions for activities to do with your child?,No,Yes,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,945c9577-cf8a-43e3-87f8-6d63ebcf47c4
Content,Extra,Behave,One-on-one time,"That's okay! You can always type ""Help"" at anytime if you need an activity. Chat to you later!",,,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,3d3505da-bba7-4d9f-aab7-edeb43e9ae7b
Content,Extra,Behave,One-on-one time,"That's okay! You can always type ""Help"" at anytime if you need an activity. Chat to you later!",,,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,9d99cee4-3913-4e84-800e-edaa9b188089
Content,Extra,Behave,One-on-one time,"Sorry, I don't understand what you mean. ",,,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,d1e89ef2-d20a-4a3e-8ee5-e202144114f5
Content,Extra,Behave,One-on-one time,"Sorry, I don't understand what you mean.",,,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,dafc96e5-3e59-4716-a724-328c910212d0
Content,Extra,Behave,One-on-one time,"Sorry, I don't understand what you mean.",,,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,8d05a76f-cb0c-4f62-b901-35c11f7ec3df
Content,Extra,Behave,One-on-one time,"That's okay! You can always type ""Help"" at anytime if you need an activity. Chat to you later!",,,,,,,,,,,PLH - Content - Extra - Behave - One-on-one time,e349b099-4d84-4c9b-8e65-951c4e955ab9,68e161bf-4b95-4416-aada-ddd9e5fd0b83
Content,Extra,Behave,Praise,Keep it positive! Make sure your children get lots of praise when they are behaving well. This will make them want to behave that way more often.,,,,,,,,,,,PLH - Content - Extra - Behave - Praise,c575d030-8e73-4054-8ad4-49a122738e20,7abb4392-13da-4b66-b212-00690028b20c
Content,Extra,Behave,Praise,Would you like to learn more about this tip?,No,Yes,,,,,,,,,PLH - Content - Extra - Behave - Praise,c575d030-8e73-4054-8ad4-49a122738e20,91562590-99d7-40e7-801e-8237d78ffc4f
Content,Extra,Behave,Praise,"Sorry, I don't understand what you mean.",,,,,,,,,,,PLH - Content - Extra - Behave - Praise,c575d030-8e73-4054-8ad4-49a122738e20,90c963a0-1c09-4d12-a313-e2f40f26a16c
Content,Extra,Behave,Praise,"We all appreciate it when the good things we do are recognised by others, especially when it is someone who is close to us. ",,,,,,,,,,,PLH - Content - Extra - Behave - Praise,c575d030-8e73-4054-8ad4-49a122738e20,4c2b4201-d042-457a-be52-3d4df8805e3d
Content,Extra,Behave,Praise,"That's okay! You can always type ""Help"" if you want to receive more tips about how to manage your child's behaviour.",,,,,,,,,,,PLH - Content - Extra - Behave - Praise,c575d030-8e73-4054-8ad4-49a122738e20,ae9ebe3f-14a0-446e-970d-52d54632f67b
Content,Extra,Behave,Praise,"Praise works for our children, too. When you bring more attention to positive behaviour, they are likely to do it more often. They also will feel good about themselves! 
Here are 3 simple steps to get it right:",,,,,,,,,,,PLH - Content - Extra - Behave - Praise,c575d030-8e73-4054-8ad4-49a122738e20,0bbb4551-8fb4-4af5-8577-f9937f01d0b0
Content,Extra,Behave,Praise,"Step 1. Praise your child or teenager for something they have done well. They may not show it, but you’ll see them doing that good thing again. It will also reassure them that you notice and care.",,,,,,,,,,,PLH - Content - Extra - Behave - Praise,c575d030-8e73-4054-8ad4-49a122738e20,421cbcb8-b073-433b-8208-bcdecca52975
